hs6,hs4,group,name_kr,name_kr_hs4
291539,2915,사각지대(수집필요),기타,"포화비환식모노카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291540,2915,사각지대(수집필요),"모노클로로 아세트산ㆍ디클로로 아세트산ㆍ트리클로로 아세트산, 이들의 염과 에스테르","포화비환식모노카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291550,2915,사각지대(수집필요),"포화비환식모노카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체","포화비환식모노카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291560,2915,사각지대(수집필요),"포화비환식모노카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체","포화비환식모노카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291570,2915,사각지대(수집필요),"팔미트산ㆍ스테아르산, 이들의 염과 에스테르","포화비환식모노카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291590,2915,사각지대(수집필요),기타,"포화비환식모노카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291611,2916,사각지대(수집필요),아크릴산과 그 염,"불포화비환식모노카르복시산ㆍ환식모노카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291612,2916,기존379(수집완료),아크릴산의 에스테르,"불포화비환식모노카르복시산ㆍ환식모노카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291613,2916,사각지대(수집필요),메타아크릴산과 그 염,"불포화비환식모노카르복시산ㆍ환식모노카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291614,2916,기존379(수집완료),메타아크릴산의 에스테르,"불포화비환식모노카르복시산ㆍ환식모노카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291615,2916,사각지대(수집필요),"올레산ㆍ리놀레산ㆍ리놀렌산, 이들의 염과 에스테르","불포화비환식모노카르복시산ㆍ환식모노카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291616,2916,사각지대(수집필요),"불포화비환식모노카르복시산ㆍ환식모노카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체","불포화비환식모노카르복시산ㆍ환식모노카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291619,2916,기존379(수집완료),"불포화비환식모노카르복시산ㆍ환식모노카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체","불포화비환식모노카르복시산ㆍ환식모노카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291620,2916,사각지대(수집필요),"포화지환식ㆍ불포화지환식ㆍ시클로테르펜모노카르복시산, 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 유도체","불포화비환식모노카르복시산ㆍ환식모노카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291631,2916,기존379(수집완료),"벤조산, 그 염과 에스테르","불포화비환식모노카르복시산ㆍ환식모노카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291632,2916,사각지대(수집필요),과산화벤조일과 염화벤조일,"불포화비환식모노카르복시산ㆍ환식모노카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291634,2916,사각지대(수집필요),"불포화비환식모노카르복시산ㆍ환식모노카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체","불포화비환식모노카르복시산ㆍ환식모노카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291639,2916,기존379(수집완료),기타,"불포화비환식모노카르복시산ㆍ환식모노카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291711,2917,사각지대(수집필요),"옥살산, 그 염과 에스테르","폴리카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291712,2917,기존379(수집완료),"아디프산, 그 염과 에스테르","폴리카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291713,2917,사각지대(수집필요),"아젤라산ㆍ세바스산, 이들의 염과 에스테르","폴리카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291714,2917,사각지대(수집필요),"폴리카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체","폴리카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291719,2917,사각지대(수집필요),기타,"폴리카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291720,2917,사각지대(수집필요),"폴리카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체","폴리카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291732,2917,사각지대(수집필요),오르토프탈산디옥틸,"폴리카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291733,2917,사각지대(수집필요),오르토프탈산디노닐과 오르토프탈산디데실,"폴리카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291734,2917,사각지대(수집필요),그 밖의 오르토프탈산의 에스테르,"폴리카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291735,2917,사각지대(수집필요),"폴리카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체","폴리카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291736,2917,사각지대(수집필요),테레프탈산과 그 염,"폴리카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291737,2917,사각지대(수집필요),"폴리카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체","폴리카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291739,2917,기존379(수집완료),기타,"폴리카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291811,2918,기존379(수집완료),"락트산, 그 염과 에스테르","추가 산소관능을 갖는 카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291812,2918,사각지대(수집필요),"추가 산소관능을 갖는 카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체","추가 산소관능을 갖는 카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291813,2918,사각지대(수집필요),타르타르산의 염과 에스테르,"추가 산소관능을 갖는 카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291814,2918,기존379(수집완료),"추가 산소관능을 갖는 카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체","추가 산소관능을 갖는 카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291815,2918,사각지대(수집필요),시트르산의 염과 에스테르,"추가 산소관능을 갖는 카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291816,2918,사각지대(수집필요),"글루콘산, 그 염과 에스테르","추가 산소관능을 갖는 카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291817,2918,사각지대(수집필요),"추가 산소관능을 갖는 카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체","추가 산소관능을 갖는 카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291818,2918,사각지대(수집필요),"추가 산소관능을 갖는 카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체","추가 산소관능을 갖는 카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291819,2918,기존379(수집완료),기타,"추가 산소관능을 갖는 카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291821,2918,사각지대(수집필요),"추가 산소관능을 갖는 카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체","추가 산소관능을 갖는 카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291822,2918,사각지대(수집필요),"추가 산소관능을 갖는 카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체","추가 산소관능을 갖는 카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291823,2918,사각지대(수집필요),그 밖의 살리실산의 에스테르와 이들의 염,"추가 산소관능을 갖는 카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291829,2918,사각지대(수집필요),기타,"추가 산소관능을 갖는 카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291830,2918,사각지대(수집필요),"알데히드ㆍ케톤관능기의 카르복시산(그 밖의 산소관능을 가지지 않은 것으로 한정한다), 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 유도체","추가 산소관능을 갖는 카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291899,2918,사각지대(수집필요),기타,"추가 산소관능을 갖는 카르복시산과 이들의 무수물(無水物)ㆍ할로겐화물ㆍ과산화물ㆍ과산화산, 이들의 할로겐유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291910,2919,사각지대(15개월 거래0),"인산에스테르와 이들의 염(락토포스페이트를 포함한다), 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체","인산에스테르와 이들의 염(락토포스페이트를 포함한다), 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
291990,2919,기존379(수집완료),기타,"인산에스테르와 이들의 염(락토포스페이트를 포함한다), 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
292011,2920,사각지대(수집필요),파라티온(ISO)과 파라티온-메틸(ISO)(메틸-파라티온),"그 밖의 비(非)금속 무기산의 에스테르(할로겐화수소의 에스테르는 제외한다)와 이들의 염, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
292019,2920,사각지대(수집필요),기타,"그 밖의 비(非)금속 무기산의 에스테르(할로겐화수소의 에스테르는 제외한다)와 이들의 염, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
292021,2920,사각지대(수집필요),"그 밖의 비(非)금속 무기산의 에스테르(할로겐화수소의 에스테르는 제외한다)와 이들의 염, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체","그 밖의 비(非)금속 무기산의 에스테르(할로겐화수소의 에스테르는 제외한다)와 이들의 염, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
292022,2920,사각지대(수집필요),"그 밖의 비(非)금속 무기산의 에스테르(할로겐화수소의 에스테르는 제외한다)와 이들의 염, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체","그 밖의 비(非)금속 무기산의 에스테르(할로겐화수소의 에스테르는 제외한다)와 이들의 염, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
292023,2920,사각지대(수집필요),"그 밖의 비(非)금속 무기산의 에스테르(할로겐화수소의 에스테르는 제외한다)와 이들의 염, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체","그 밖의 비(非)금속 무기산의 에스테르(할로겐화수소의 에스테르는 제외한다)와 이들의 염, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
292024,2920,사각지대(수집필요),"그 밖의 비(非)금속 무기산의 에스테르(할로겐화수소의 에스테르는 제외한다)와 이들의 염, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체","그 밖의 비(非)금속 무기산의 에스테르(할로겐화수소의 에스테르는 제외한다)와 이들의 염, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
292029,2920,사각지대(수집필요),"그 밖의 비(非)금속 무기산의 에스테르(할로겐화수소의 에스테르는 제외한다)와 이들의 염, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체","그 밖의 비(非)금속 무기산의 에스테르(할로겐화수소의 에스테르는 제외한다)와 이들의 염, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
292030,2920,사각지대(15개월 거래0),엔도설판(ISO),"그 밖의 비(非)금속 무기산의 에스테르(할로겐화수소의 에스테르는 제외한다)와 이들의 염, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
292090,2920,기존379(수집완료),기타,"그 밖의 비(非)금속 무기산의 에스테르(할로겐화수소의 에스테르는 제외한다)와 이들의 염, 이들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체ㆍ니트로소화유도체"
292111,2921,사각지대(수집필요),메틸아민ㆍ디메틸아민ㆍ트리메틸아민과 이들의 염,아민관능화합물
292112,2921,사각지대(수집필요),아민관능화합물,아민관능화합물
292113,2921,사각지대(수집필요),아민관능화합물,아민관능화합물
292114,2921,사각지대(수집필요),아민관능화합물,아민관능화합물
292119,2921,사각지대(수집필요),기타,아민관능화합물
292121,2921,사각지대(수집필요),에틸렌디아민과 그 염,아민관능화합물
292122,2921,기존379(수집완료),헥사메틸렌디아민과 그 염,아민관능화합물
292129,2921,사각지대(수집필요),기타,아민관능화합물
292130,2921,사각지대(수집필요),"포화지환식아민ㆍ불포화지환식아민ㆍ시클로테르펜 모노아민ㆍ폴리아민과 이들의 유도체, 이들의 염",아민관능화합물
292141,2921,사각지대(수집필요),아닐린과 그 염,아민관능화합물
292142,2921,사각지대(수집필요),아닐린유도체와 이들의 염,아민관능화합물
292143,2921,사각지대(수집필요),"톨루이딘과 이들의 유도체, 이들의 염",아민관능화합물
292144,2921,기존379(수집완료),"디페닐아민과 그 유도체, 이들의 염",아민관능화합물
292145,2921,사각지대(수집필요),"1-나프틸아민(알파-나프틸아민),2-나프틸아민(베타-나프틸아민)과 이들의 유도체, 이들의 염",아민관능화합물
292146,2921,사각지대(수집필요),아민관능화합물,아민관능화합물
292149,2921,사각지대(수집필요),기타,아민관능화합물
292151,2921,사각지대(수집필요),"오르토-페닐렌디아민ㆍ메타-페닐렌디아민ㆍ파라-페닐렌디아민ㆍ디아미노톨루엔과 이들의 유도체, 이들의 염",아민관능화합물
292159,2921,사각지대(수집필요),기타,아민관능화합물
292211,2922,사각지대(수집필요),모노에탄올아민과 그 염,산소관능아미노화합물
292212,2922,사각지대(수집필요),디에탄올아민과 그 염,산소관능아미노화합물
292214,2922,사각지대(수집필요),산소관능아미노화합물,산소관능아미노화합물
292215,2922,사각지대(수집필요),산소관능아미노화합물,산소관능아미노화합물
292217,2922,사각지대(수집필요),메틸디에탄올아민과 에틸디에탄올아민,산소관능아미노화합물
292218,2922,사각지대(수집필요),산소관능아미노화합물,산소관능아미노화합물
292219,2922,사각지대(수집필요),기타,산소관능아미노화합물
292221,2922,사각지대(수집필요),아미노히드록시 나프탈렌술폰산과 이들의 염,산소관능아미노화합물
292229,2922,사각지대(수집필요),기타,산소관능아미노화합물
292231,2922,사각지대(수집필요),산소관능아미노화합물,산소관능아미노화합물
292239,2922,사각지대(수집필요),기타,산소관능아미노화합물
292241,2922,기존379(수집완료),"리신과 그 에스테르, 이들의 염",산소관능아미노화합물
292242,2922,기존379(수집완료),글루탐산과 그 염,산소관능아미노화합물
292243,2922,사각지대(수집필요),산소관능아미노화합물,산소관능아미노화합물
292249,2922,사각지대(수집필요),기타,산소관능아미노화합물
292250,2922,사각지대(수집필요),아미노-알코올페놀ㆍ아미노산페놀과 그 밖의 산소관능아미노화합물,산소관능아미노화합물
292310,2923,기존379(수집완료),콜린과 그 염,"제4암모늄염과 수산화 제4암모늄, 레시틴과 그 밖의 포스포아미노리피드(화학적으로 단일한 것인지에 상관없다)"
292320,2923,사각지대(수집필요),레시틴과 그 밖의 포스포아미노리피드,"제4암모늄염과 수산화 제4암모늄, 레시틴과 그 밖의 포스포아미노리피드(화학적으로 단일한 것인지에 상관없다)"
292330,2923,사각지대(수집필요),"제4암모늄염과 수산화 제4암모늄, 레시틴과 그 밖의 포스포아미노리피드(화학적으로 단일한 것인지에 상관없다)","제4암모늄염과 수산화 제4암모늄, 레시틴과 그 밖의 포스포아미노리피드(화학적으로 단일한 것인지에 상관없다)"
292390,2923,사각지대(수집필요),"제4암모늄염과 수산화 제4암모늄, 레시틴과 그 밖의 포스포아미노리피드(화학적으로 단일한 것인지에 상관없다)","제4암모늄염과 수산화 제4암모늄, 레시틴과 그 밖의 포스포아미노리피드(화학적으로 단일한 것인지에 상관없다)"
292411,2924,사각지대(수집필요),"카르복시 아미드관능화합물, 탄산의 아미드관능화합물","카르복시 아미드관능화합물, 탄산의 아미드관능화합물"
292412,2924,사각지대(수집필요),"카르복시 아미드관능화합물, 탄산의 아미드관능화합물","카르복시 아미드관능화합물, 탄산의 아미드관능화합물"
292419,2924,기존379(수집완료),기타,"카르복시 아미드관능화합물, 탄산의 아미드관능화합물"
292421,2924,사각지대(수집필요),"우레인과 이들의 유도체, 이들의 염","카르복시 아미드관능화합물, 탄산의 아미드관능화합물"
292423,2924,사각지대(수집필요),"카르복시 아미드관능화합물, 탄산의 아미드관능화합물","카르복시 아미드관능화합물, 탄산의 아미드관능화합물"
292425,2924,사각지대(수집필요),알라클로르(ISO),"카르복시 아미드관능화합물, 탄산의 아미드관능화합물"
292429,2924,기존379(수집완료),기타,"카르복시 아미드관능화합물, 탄산의 아미드관능화합물"
292610,2926,기존379(수집완료),니트릴관능화합물,니트릴관능화합물
292620,2926,사각지대(수집필요),니트릴관능화합물,니트릴관능화합물
292640,2926,사각지대(수집필요),니트릴관능화합물,니트릴관능화합물
292690,2926,기존379(수집완료),기타,니트릴관능화합물
292700,2927,기존379(수집완료),디아조화합물ㆍ아조화합물ㆍ아족시화합물,디아조화합물ㆍ아조화합물ㆍ아족시화합물
292800,2928,기존379(수집완료),히드라진ㆍ히드록실아민의 유기 유도체,히드라진ㆍ히드록실아민의 유기 유도체
292910,2929,기존379(수집완료),이소시아네이트,그 밖의 질소관능화합물
292990,2929,사각지대(수집필요),그 밖의 질소관능화합물,그 밖의 질소관능화합물
293010,2930,52HS4(수집완료),유기-황 화합물,유기-황 화합물
293020,2930,52HS4(수집완료),티오카르바메이트와 디티오카르바메이트,유기-황 화합물
293030,2930,52HS4(수집완료),티우람모노술파이드ㆍ티우람디술파이드ㆍ티우람테트라술파이드,유기-황 화합물
293040,2930,52HS4(수집완료),유기-황 화합물,유기-황 화합물
293070,2930,52HS4(수집완료),유기-황 화합물,유기-황 화합물
293090,2930,52HS4(수집완료),기타,유기-황 화합물
293120,2931,52HS4(수집완료),그 밖의 유기-무기화합물,그 밖의 유기-무기화합물
293141,2931,52HS4(수집완료),그 밖의 유기-무기화합물,그 밖의 유기-무기화합물
293144,2931,52HS4(수집완료),그 밖의 유기-무기화합물,그 밖의 유기-무기화합물
293145,2931,52HS4(수집완료),그 밖의 유기-무기화합물,그 밖의 유기-무기화합물
293146,2931,52HS4(수집완료),그 밖의 유기-무기화합물,그 밖의 유기-무기화합물
293148,2931,52HS4(수집완료),그 밖의 유기-무기화합물,그 밖의 유기-무기화합물
293149,2931,52HS4(수집완료),그 밖의 유기-무기화합물,그 밖의 유기-무기화합물
293154,2931,52HS4(수집완료),그 밖의 유기-무기화합물,그 밖의 유기-무기화합물
293159,2931,52HS4(수집완료),그 밖의 유기-무기화합물,그 밖의 유기-무기화합물
293190,2931,52HS4(수집완료),기타,그 밖의 유기-무기화합물
293211,2932,기존379(수집완료),산소 원자만을 함유한 헤테로고리 화합물,산소 원자만을 함유한 헤테로고리 화합물
293212,2932,사각지대(수집필요),산소 원자만을 함유한 헤테로고리 화합물,산소 원자만을 함유한 헤테로고리 화합물
293213,2932,사각지대(수집필요),"푸르푸릴 알코올, 테트라히드로 푸르푸릴 알코올",산소 원자만을 함유한 헤테로고리 화합물
293214,2932,사각지대(수집필요),산소 원자만을 함유한 헤테로고리 화합물,산소 원자만을 함유한 헤테로고리 화합물
293219,2932,사각지대(수집필요),기타,산소 원자만을 함유한 헤테로고리 화합물
293220,2932,사각지대(수집필요),락톤,산소 원자만을 함유한 헤테로고리 화합물
